"date","releaseType","estimate_kgh","actual_kgh","technology"
2022-04-20 15:28:00,"1.42",15.8796354918113,10.0000000000471,"truckTDLAS"
2022-04-20 15:33:00,"1.42",0.326117647060358,10.0000000000471,"qogiA"
2022-04-20 15:33:00,"1.42",34.8831945578646,10.0000000000471,"truckTDLAS"
2022-04-20 15:37:00,"1.42",10.8979753118601,10.0000000000471,"truckTDLAS"
2022-04-20 15:39:00,"1.42",1.77882352942014,10.0000000000471,"qogiA"
2022-04-20 15:43:00,"1.42",18.2904999239179,10.0000000000471,"truckTDLAS"
2022-04-20 15:46:00,"1.42",1.31294117647677,10.0000000000471,"qogiA"
2022-04-20 15:47:00,"1.42",10.19100559241,10.0000000000471,"truckTDLAS"
2022-04-20 15:49:00,"1.42",0.847058823533398,10.0000000000471,"qogiA"
2022-04-20 15:51:00,"1.42",8.16088160457658,10.0000000000471,"truckTDLAS"
2022-04-20 15:52:00,"1.42",0.720000000003388,10.0000000000471,"qogiA"
2022-04-20 16:05:00,"1.42",0,0,"truckTDLAS"
2022-04-20 16:05:00,"1.42",0,0,"qogiA"
2022-04-20 16:19:00,"1.42",5.09787360281191,5.00000000002353,"truckTDLAS"
2022-04-20 16:19:00,"1.42",0.508235294120039,5.00000000002353,"qogiA"
2022-04-20 16:23:00,"1.42",0.173647058824347,5.00000000002353,"qogiA"
2022-04-20 16:23:00,"1.42",3.33294891146662,5.00000000002353,"truckTDLAS"
2022-04-20 16:26:00,"1.42",0.144000000000678,5.00000000002353,"qogiA"
2022-04-20 16:28:00,"1.42",10.4072861374693,5.00000000002353,"truckTDLAS"
2022-04-20 16:35:00,"1.42",1.30792678503315,5.00000000002353,"truckTDLAS"
2022-04-20 16:40:00,"1.42",0.931694645348952,5.00000000002353,"truckTDLAS"
2022-04-20 16:41:00,"1.42",0.0762352941180058,5.00000000002353,"qogiA"
2022-04-20 16:45:00,"1.42",0.0326117647060358,5.00000000002353,"qogiA"
2022-04-20 16:45:00,"1.42",5.55977206050829,5.00000000002353,"truckTDLAS"
2022-04-20 16:57:00,"1.42",1.56773789669206,2.44117647059972,"truckTDLAS"
2022-04-20 16:57:00,"1.42",0.0292235294119022,2.44117647059972,"qogiA"
2022-04-20 17:00:00,"1.42",0.0203294117648016,2.44117647059972,"qogiA"
2022-04-20 17:02:00,"1.42",0.93060670527085,2.44117647059972,"truckTDLAS"
2022-04-20 17:03:00,"1.42",0.0635294117650048,2.44117647059972,"qogiA"
2022-04-20 17:09:00,"1.42",0.368470588237028,2.44117647059972,"qogiA"
2022-04-20 17:12:00,"1.42",3.14724234962708,2.44117647059972,"truckTDLAS"
2022-04-20 17:12:00,"1.42",0.135529411765344,2.44117647059972,"qogiA"
2022-04-20 17:17:00,"1.42",0.310961176464623,2.44117647059972,"truckTDLAS"
2022-04-20 17:18:00,"1.42",0.0677647058826718,2.44117647059972,"qogiA"
2022-04-20 17:22:00,"1.42",0.0389647058825363,2.44117647059972,"qogiA"
2022-04-20 17:22:00,"1.42",1.49979559620905,2.44117647059972,"truckTDLAS"
2022-04-20 17:25:00,"1.42",0.0889411764710068,2.44117647059972,"qogiA"
